,기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
24374,20244,A,골목상권,3110416,노원초등학교,CS300029,애완동물,17952297,437,15813643,2138654,3927946,4833426,1256579,4025905,1769787,2138654,0,0,2528328,4631005,5624045,5168919,0,6081783,11870514,0,1698156,2391323,944426,5899229,7019163,372,65,95,96,43,69,69,65,0,0,56,122,138,121,0,176,261,0,43,70,17,127,180
24375,20244,A,골목상권,3110544,망리단길,CS300029,애완동물,117000000,7797,72888603,44111397,14952283,12206387,15905919,16164702,13659312,20902814,23208583,0,4210677,25704295,39649746,42809945,4625337,48280890,68719110,153012,17280820,16832848,20173050,32151676,30408594,5114,2683,1070,1002,1087,1066,889,1308,1375,0,343,1703,2432,3029,290,3013,4784,28,974,1193,1409,2189,2004
24376,20244,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300029,애완동물,91678404,179,46670962,45007442,433208,9218670,24496480,8698820,3823784,26004043,19003399,0,0,3188412,27690668,54214560,6584764,47803079,43875325,0,32669673,24883479,21995423,12129829,0,110,69,6,29,28,24,23,34,35,0,0,12,46,109,12,92,87,0,64,68,29,18,0
24377,20244,D,발달상권,3120113,오목교역,CS300029,애완동물,109046484,760,64766751,44279733,16474437,16387429,7858354,11045125,13001406,15562645,28717088,0,804988,3197469,39103265,59804681,6136081,71404109,37642375,989535,13818828,31239106,31717269,30531746,750000,385,375,75,78,62,72,98,163,212,0,3,95,286,277,99,367,393,36,201,155,253,86,29
24378,20244,A,골목상권,3110867,국제신학대학원대학교(남서울중학교),CS300029,애완동물,198879774,4961,117654470,81225304,22905504,18756094,17377267,28608411,30007194,49268613,31956691,0,8844616,36972293,46068729,101812995,5181141,56755871,142123903,372599,70630493,27817942,20711929,36159713,43187098,3387,1574,730,773,506,745,633,801,773,0,238,1152,1292,2251,28,1710,3251,42,1060,974,637,963,1285
24379,20244,R,전통시장,3130290,영림시장,CS300029,애완동물,29539767,2025,21069983,8469784,5674504,4369209,3867416,3898096,3260758,4590983,3878801,2870600,1377804,3440106,7592994,8780004,5478259,10533385,19006382,43144,8532809,7290748,5061915,4544640,4066511,1461,564,317,312,294,287,251,276,288,126,102,252,474,681,390,704,1321,6,565,566,396,252,240
24380,20244,D,발달상권,3120237,경찰병원역,CS300029,애완동물,67664934,486,46836221,20828713,9204929,6901095,6362194,13676761,10691242,13933567,6895146,0,3559616,16302350,23764652,19685471,4352845,29782287,37882647,0,17402458,14496761,18938349,12931619,3895747,342,144,60,74,79,75,54,89,55,0,50,129,169,123,15,208,278,0,70,113,124,85,94
26970,20244,D,발달상권,3120058,구의사거리,CS300029,애완동물,15642138,350,9093804,6548334,1263980,2712988,1557132,2901064,658640,2512733,4035601,468282,1153572,2428975,6312288,4094992,1184029,6080051,9562087,0,552039,4781805,3849049,3418838,3040407,221,129,38,60,38,69,16,53,76,23,23,38,113,122,31,130,220,0,16,99,98,69,68
26972,20244,D,발달상권,3120108,신정네거리역,CS300029,애완동물,22081242,484,15491372,6589870,1173066,6460489,1854479,129382,5873956,5856704,733166,0,345019,7383415,10721478,3631330,0,6124094,15957148,0,603784,2156372,3501947,8159708,7659431,329,155,26,138,43,9,113,138,17,0,9,172,224,79,0,146,338,0,18,52,86,190,138
26973,20244,A,골목상권,3110752,한울중학교,CS300029,애완동물,1827652,67,1414778,412874,220199,558755,385348,57802,192674,412874,0,0,0,0,1081728,745924,0,718399,1109253,0,192674,192674,0,503705,938599,57,10,11,22,12,6,6,10,0,0,0,0,39,28,0,28,39,0,6,6,0,22,33
26974,20244,A,골목상권,3110804,신풍역 1번,CS300029,애완동물,2570689,51,2099999,470690,579310,651724,289655,0,579310,470690,0,0,0,1158620,1412069,0,0,1520689,1050000,0,0,941379,470690,615517,543103,44,7,15,8,7,0,14,7,0,0,0,29,22,0,0,30,21,0,0,16,7,14,14
26975,20244,D,발달상권,3120185,논현역,CS300029,애완동물,22988048,129,4243106,18744942,1552135,1855883,0,801404,33684,16340729,2404213,33684,0,0,21267198,1687166,0,1602808,21385240,0,3272985,18112255,801404,801404,0,72,57,25,33,0,8,6,32,25,6,0,0,90,33,0,17,112,0,47,49,8,25,0
26976,20244,D,발달상권,3120213,삼성중앙역,CS300029,애완동물,101811925,370,84401348,17410577,800833,3650299,15940598,208528,63801090,3715493,13695084,0,800833,73729656,18292815,8988621,0,16394168,83102882,0,638644,9161324,1928150,18660386,69108546,159,211,8,13,89,13,36,49,162,0,8,134,167,61,0,180,186,0,17,40,21,188,99
26977,20244,A,골목상권,3111005,삼전역 3번,CS300029,애완동물,9646278,689,7005496,2640782,1157241,2187024,897241,1379154,1384836,1669407,971375,752966,472413,1022877,1937488,2552948,2907586,4082758,5563520,41379,2728836,4594684,771724,542069,967586,491,198,103,135,63,101,89,122,76,63,35,55,133,225,178,276,413,7,136,379,90,42,35
29647,20244,R,전통시장,3130073,뚝도시장,CS300029,애완동물,180120799,3948,136865888,43254911,21701943,7715224,32888411,28312571,46247739,37188105,6066806,0,7405162,42562115,88261190,41892332,0,50128364,86520723,0,19100327,25135640,33615121,28007353,30790646,2909,1039,292,436,581,726,874,725,314,0,168,1139,1429,1212,0,1525,2108,0,241,557,607,921,1308
29648,20244,R,전통시장,3130110,면목골목시장(면목시장),CS300029,애완동물,201054788,10795,152042631,49012157,24533696,41249346,25111136,36554503,24593950,31176773,17835384,0,10087636,63779574,61469812,65215644,502122,55404244,145650544,0,16083202,36696104,43416051,64462883,40396548,7832,2963,1156,1706,1556,1858,1556,1808,1155,0,402,2812,3716,3815,50,3230,7565,0,1112,2875,1764,2826,2218
29649,20244,A,골목상권,3110376,수송초등학교,CS300029,애완동물,510300,69,510300,0,268942,241358,0,0,0,0,0,0,0,0,510300,0,0,510300,0,0,0,268942,0,0,241358,69,0,34,35,0,0,0,0,0,0,0,0,69,0,0,69,0,0,0,34,0,0,35
29650,20244,A,골목상권,3110405,방학역 1번,CS300029,애완동물,123498982,3973,86145828,37353154,13240919,20061009,23322810,16974137,12546953,21750093,15603061,0,19768207,38748288,31176414,30757985,3048088,37246071,86252911,713270,10471823,30148437,27510888,25815927,28838637,2857,1116,486,608,724,583,456,659,457,0,527,1074,1006,1156,210,1232,2741,37,330,747,909,946,1004
29651,20244,A,골목상권,3110464,연신내역 5번,CS300029,애완동물,8272940,701,6408648,1864292,1655970,793908,1509381,1128475,1320914,1298396,565896,303509,487353,1793092,768834,3461354,1458798,4096878,4176062,61929,2035154,2581737,1990839,1399616,203665,522,179,81,60,114,153,114,114,65,27,43,115,93,249,174,280,421,5,194,271,119,102,10
29652,20244,A,골목상권,3110455,역촌노인복지관,CS300029,애완동물,2260896,58,2005634,255262,765787,0,109398,0,1130449,255262,0,0,0,1239846,619923,401127,0,911652,1349244,0,474059,182330,0,948117,656390,51,7,22,0,7,0,22,7,0,0,0,29,22,7,0,21,37,0,7,8,0,29,14
29653,20244,R,전통시장,3130241,선유도역 골목형상점가,CS300029,애완동물,40383679,1328,24221908,16161771,10622371,2012441,5311185,2634846,3641065,4999983,11161788,0,2095428,14294556,14429412,9564283,0,25606206,10794084,0,5288831,4448962,9656445,10794399,6211653,831,497,207,125,125,125,249,249,248,0,62,458,373,435,0,760,506,0,129,229,379,337,191
32349,20244,A,골목상권,3110422,노원역 9번,CS300029,애완동물,58624279,125,22597576,36026703,342071,2736566,10739122,0,8779817,10442660,25584043,0,0,8976508,8105177,21730995,19811599,15949050,42675229,0,23973460,12000983,12677523,9634993,337320,68,57,9,10,29,0,20,18,39,0,0,38,19,38,30,29,96,0,46,29,30,10,10
32350,20244,A,골목상권,3110473,구산역 1번,CS300029,애완동물,18400214,12,18400214,0,18088346,0,311868,0,0,0,0,0,0,0,311868,18088346,0,0,18400214,311868,0,0,0,18088346,0,12,0,6,0,6,0,0,0,0,0,0,0,6,6,0,0,12,6,0,0,0,6,0
32351,20244,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300029,애완동물,55374830,1918,38259814,17115016,7291612,6520886,10599677,6894461,6953178,8467352,8647664,1302883,5099644,17808069,14684016,13216076,3264142,15068196,40306634,0,5710075,16694395,10421031,12045389,10503940,1322,596,282,244,334,245,217,311,285,32,153,610,462,560,101,494,1424,0,261,560,313,463,321
